Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,Region
CA-2015-120320,3/5/2015,3/9/2015,Standard Class,MV-18190,Consumer,United States,Central
CA-2016-111941,12/25/2016,12/28/2016,Second Class,BD-11620,Consumer,United States,East
CA-2016-123120,9/4/2016,9/8/2016,Standard Class,CV-12295,Consumer,United States,East
CA-2014-103331,8/26/2014,9/1/2014,Standard Class,KB-16315,Consumer,United States,East
CA-2015-169278,5/21/2015,5/25/2015,Standard Class,ME-18010,Corporate,United States,West
CA-2017-111577,10/16/2017,10/21/2017,Standard Class,AJ-10780,Corporate,United States,West
CA-2015-146486,11/9/2015,11/14/2015,Second Class,DV-13465,Consumer,United States,East
US-2014-168501,11/21/2014,11/27/2014,Standard Class,JK-15325,Corporate,United States,Central
CA-2015-112053,10/11/2015,10/13/2015,Second Class,SH-20395,Consumer,United States,East
CA-2017-108539,3/21/2017,3/23/2017,Second Class,SC-20725,Consumer,United States,West
CA-2015-149811,1/4/2015,1/10/2015,Standard Class,CS-12250,Corporate,United States,Central
US-2017-103814,12/9/2017,12/16/2017,Standard Class,LH-16900,Consumer,United States,Central
CA-2016-123932,9/6/2016,9/12/2016,Standard Class,YC-21895,Corporate,United States,Central
US-2016-101616,9/3/2016,9/6/2016,First Class,CY-12745,Corporate,United States,South
CA-2014-113768,5/13/2014,5/19/2014,Standard Class,AH-10030,Corporate,United States,West
CA-2016-138037,9/29/2016,10/3/2016,Standard Class,AR-10540,Consumer,United States,West
CA-2014-150490,8/5/2014,8/11/2014,Standard Class,SS-20590,Consumer,United States,West
US-2017-126060,4/14/2017,4/18/2017,Standard Class,DW-13585,Corporate,United States,South
CA-2017-100951,6/9/2017,6/10/2017,First Class,NC-18625,Corporate,United States,Central
CA-2016-122017,12/29/2016,1/2/2017,Standard Class,CD-11920,Consumer,United States,Central
CA-2014-123477,1/18/2014,1/21/2014,Second Class,DW-13195,Corporate,United States,West
CA-2016-107790,11/20/2016,11/24/2016,Standard Class,EH-13990,Consumer,United States,Central
CA-2017-158071,6/10/2017,6/15/2017,Standard Class,BD-11320,Consumer,United States,West
CA-2017-147403,9/10/2017,9/13/2017,First Class,KH-16630,Corporate,United States,East
US-2017-136721,4/8/2017,4/12/2017,Standard Class,NH-18610,Corporate,United States,Central
CA-2015-118738,10/24/2015,10/30/2015,Standard Class,AG-10495,Corporate,United States,Central
CA-2017-134152,5/27/2017,5/31/2017,Standard Class,RP-19855,Corporate,United States,West
CA-2014-125542,12/5/2014,12/7/2014,First Class,NB-18655,Corporate,United States,East
CA-2016-136021,8/14/2016,8/18/2016,Standard Class,JM-15580,Consumer,United States,West
CA-2016-149195,9/5/2016,9/7/2016,Second Class,DM-13525,Corporate,United States,Central
CA-2017-161410,6/26/2017,7/3/2017,Standard Class,CC-12220,Consumer,United States,East
CA-2017-152786,3/12/2017,3/17/2017,Standard Class,GA-14725,Consumer,United States,South
CA-2017-164707,2/18/2017,2/21/2017,Second Class,CV-12805,Corporate,United States,West
CA-2017-163874,11/10/2017,11/12/2017,Second Class,NC-18535,Corporate,United States,West
US-2014-123183,11/19/2014,11/25/2014,Standard Class,GR-14560,Corporate,United States,East
CA-2014-104829,11/18/2014,11/21/2014,Second Class,JG-15805,Corporate,United States,West
US-2016-147340,9/24/2016,9/24/2016,Same Day,EB-13750,Corporate,United States,West
CA-2016-145492,11/20/2016,11/27/2016,Standard Class,MC-17605,Corporate,United States,West
CA-2016-163202,9/27/2016,10/2/2016,Standard Class,BM-11650,Corporate,United States,East
CA-2016-117681,4/9/2016,4/14/2016,Standard Class,HF-14995,Consumer,United States,West
CA-2017-132262,9/21/2017,9/23/2017,First Class,ML-18265,Consumer,United States,West
CA-2017-123043,8/24/2017,8/29/2017,Standard Class,AH-10195,Corporate,United States,East
US-2016-143280,2/22/2016,2/26/2016,Standard Class,TZ-21580,Consumer,United States,West
CA-2017-108854,12/8/2017,12/14/2017,Standard Class,DM-13345,Corporate,United States,West
CA-2017-166856,9/18/2017,9/22/2017,Standard Class,TS-21505,Consumer,United States,West
CA-2016-153157,9/11/2016,9/14/2016,First Class,TB-21625,Consumer,United States,Central
US-2017-125647,9/23/2017,9/28/2017,Standard Class,LC-16870,Consumer,United States,Central
CA-2014-132542,10/6/2014,10/8/2014,Second Class,AM-10360,Corporate,United States,Central
CA-2015-110877,10/23/2015,10/26/2015,First Class,JE-15715,Consumer,United States,Central
US-2016-151827,3/31/2016,4/2/2016,Second Class,CS-11950,Consumer,United States,East
US-2016-163258,12/29/2016,1/2/2017,Standard Class,PF-19225,Consumer,United States,West
CA-2017-103009,11/3/2017,11/5/2017,Second Class,PJ-18835,Corporate,United States,South
US-2017-120649,1/20/2017,1/26/2017,Standard Class,JF-15490,Consumer,United States,East
CA-2016-153598,12/3/2016,12/6/2016,First Class,NM-18520,Consumer,United States,West
US-2016-108497,6/14/2016,6/14/2016,Same Day,MH-17290,Home Office,United States,West
CA-2016-113096,9/2/2016,9/4/2016,First Class,SZ-20035,Home Office,United States,West
CA-2014-136861,9/5/2014,9/7/2014,First Class,PR-18880,Consumer,United States,South
CA-2017-117422,10/21/2017,10/25/2017,Standard Class,FC-14245,Home Office,United States,East
CA-2017-129707,4/25/2017,4/29/2017,Standard Class,LH-16750,Consumer,United States,West
CA-2015-160171,10/19/2015,10/24/2015,Standard Class,RM-19675,Home Office,United States,West
CA-2014-103317,7/5/2014,7/8/2014,First Class,DM-13525,Corporate,United States,South
CA-2016-167115,4/4/2016,4/9/2016,Standard Class,EH-14185,Consumer,United States,East
US-2017-153633,11/13/2017,11/18/2017,Second Class,TC-21295,Consumer,United States,South
CA-2017-155929,9/9/2017,9/13/2017,Standard Class,AI-10855,Consumer,United States,West
CA-2015-148712,4/17/2015,4/23/2015,Standard Class,JM-15535,Consumer,United States,East
CA-2016-128307,7/25/2016,7/29/2016,Standard Class,BE-11335,Home Office,United States,Central
US-2016-127425,8/26/2016,8/31/2016,Standard Class,DR-12880,Corporate,United States,East
US-2014-119081,9/12/2014,9/19/2014,Standard Class,TA-21385,Home Office,United States,Central
CA-2016-140613,7/22/2016,7/29/2016,Standard Class,KN-16705,Home Office,United States,West
US-2017-108700,5/19/2017,5/23/2017,Standard Class,PJ-18835,Corporate,United States,Central
CA-2017-160962,4/28/2017,5/2/2017,Standard Class,MC-17605,Corporate,United States,East
CA-2017-130631,12/29/2017,1/2/2018,Standard Class,BS-11755,Consumer,United States,West
CA-2017-116680,9/4/2017,9/6/2017,Second Class,PK-19075,Consumer,United States,West
US-2014-107405,3/21/2014,3/25/2014,Standard Class,TS-21205,Corporate,United States,South
CA-2017-101574,9/28/2017,10/4/2017,Standard Class,BD-11725,Consumer,United States,West
CA-2014-146591,1/19/2014,1/20/2014,First Class,TS-21340,Consumer,United States,West
CA-2014-107706,2/14/2014,2/19/2014,Second Class,ST-20530,Consumer,United States,Central
CA-2016-122448,6/9/2016,6/14/2016,Standard Class,DB-13210,Consumer,United States,West
CA-2014-132451,9/26/2014,9/27/2014,First Class,KF-16285,Home Office,United States,West
CA-2016-158547,5/30/2016,6/4/2016,Standard Class,JM-16195,Consumer,United States,East
CA-2017-116946,12/19/2017,12/23/2017,Standard Class,TS-21505,Consumer,United States,West
CA-2017-121741,12/26/2017,12/26/2017,Same Day,YC-21895,Corporate,United States,Central
CA-2017-169691,6/15/2017,6/18/2017,First Class,Dp-13240,Home Office,United States,Central
CA-2016-121356,11/20/2016,11/24/2016,Standard Class,SJ-20500,Consumer,United States,East
CA-2014-101770,3/31/2014,4/4/2014,Standard Class,KB-16240,Corporate,United States,South
CA-2017-105487,10/8/2017,10/14/2017,Standard Class,CS-12250,Corporate,United States,West
CA-2017-148999,1/30/2017,2/4/2017,Standard Class,EB-13870,Consumer,United States,South
CA-2014-107573,12/12/2014,12/17/2014,Standard Class,PB-19150,Consumer,United States,South
CA-2015-156608,10/24/2015,10/29/2015,Standard Class,MT-18070,Home Office,United States,Central
CA-2017-134495,4/1/2017,4/4/2017,Second Class,BF-11020,Corporate,United States,South
CA-2017-164098,1/26/2017,1/27/2017,First Class,CG-12520,Consumer,United States,Central
CA-2014-105249,11/28/2014,11/28/2014,Same Day,DH-13675,Home Office,United States,West
CA-2015-113523,9/4/2015,9/8/2015,Standard Class,SC-20440,Corporate,United States,East
CA-2017-117821,6/12/2017,6/16/2017,Standard Class,HG-15025,Consumer,United States,East
CA-2017-164378,7/15/2017,7/18/2017,Second Class,MM-18055,Consumer,United States,East
CA-2017-127782,11/2/2017,11/6/2017,Standard Class,TH-21115,Corporate,United States,East
US-2016-162026,10/8/2016,10/8/2016,Same Day,JE-15745,Consumer,United States,West
CA-2016-150000,4/8/2016,4/14/2016,Standard Class,PG-18820,Consumer,United States,South
CA-2015-168529,10/8/2015,10/12/2015,Standard Class,MB-17305,Consumer,United States,West
US-2017-152569,5/15/2017,5/20/2017,Standard Class,JD-16015,Consumer,United States,Central
US-2014-137680,2/24/2014,3/2/2014,Standard Class,JH-15430,Consumer,United States,West
CA-2015-103177,5/30/2015,6/1/2015,First Class,EN-13780,Consumer,United States,East
US-2016-138408,11/18/2016,11/21/2016,Second Class,KC-16255,Corporate,United States,South
CA-2017-117667,12/4/2017,12/9/2017,Standard Class,MS-17980,Corporate,United States,East
CA-2016-110982,6/5/2016,6/7/2016,First Class,CK-12205,Consumer,United States,West
CA-2016-147123,12/10/2016,12/12/2016,First Class,SJ-20125,Home Office,United States,West
CA-2017-154501,4/30/2017,5/5/2017,Standard Class,EA-14035,Corporate,United States,West
CA-2017-166933,4/24/2017,4/28/2017,Standard Class,MG-17890,Home Office,United States,West
CA-2015-142055,5/8/2015,5/10/2015,First Class,AB-10255,Home Office,United States,East
CA-2015-137106,3/31/2015,4/4/2015,Standard Class,SC-20260,Corporate,United States,South
CA-2017-136609,8/6/2017,8/11/2017,Standard Class,TB-21355,Corporate,United States,Central
CA-2017-160885,12/2/2017,12/6/2017,Standard Class,JK-16090,Consumer,United States,Central
US-2016-167472,6/6/2016,6/7/2016,First Class,CK-12595,Consumer,United States,South
CA-2015-120551,4/13/2015,4/20/2015,Standard Class,SS-20590,Consumer,United States,Central
US-2017-150595,5/22/2017,5/26/2017,Standard Class,LE-16810,Consumer,United States,Central
CA-2016-134936,12/19/2016,12/25/2016,Standard Class,ES-14080,Corporate,United States,West
CA-2017-102967,9/22/2017,9/26/2017,Standard Class,MG-17890,Home Office,United States,East
CA-2017-151008,9/7/2017,9/8/2017,First Class,JM-16195,Consumer,United States,West
CA-2014-159800,11/28/2014,12/1/2014,First Class,SG-20470,Consumer,United States,West
US-2014-159618,11/12/2014,11/16/2014,Standard Class,DB-12970,Corporate,United States,Central
CA-2017-116113,10/2/2017,10/6/2017,Second Class,JW-15220,Corporate,United States,South
CA-2015-125066,12/14/2015,12/18/2015,Standard Class,KD-16495,Corporate,United States,South
US-2015-114741,12/6/2015,12/10/2015,Standard Class,IL-15100,Consumer,United States,West
CA-2017-133263,3/31/2017,4/2/2017,Second Class,JE-15610,Corporate,United States,South
CA-2017-157966,3/13/2017,3/13/2017,Same Day,SU-20665,Home Office,United States,Central
CA-2014-151162,12/5/2014,12/9/2014,Standard Class,EA-14035,Corporate,United States,East
CA-2016-136686,12/12/2016,12/16/2016,Standard Class,RF-19840,Consumer,United States,West
CA-2017-137498,9/9/2017,9/14/2017,Second Class,LC-17050,Consumer,United States,West
CA-2017-163818,10/4/2017,10/8/2017,Standard Class,PS-18970,Home Office,United States,East
CA-2016-161158,5/9/2016,5/13/2016,Standard Class,PS-18970,Home Office,United States,East
CA-2014-116673,12/15/2014,12/19/2014,Second Class,JO-15280,Consumer,United States,West
CA-2017-105333,11/30/2017,12/4/2017,Standard Class,VP-21730,Home Office,United States,East
CA-2015-149993,3/19/2015,3/20/2015,First Class,GA-14725,Consumer,United States,West
CA-2014-168158,7/19/2014,7/24/2014,Standard Class,EM-14140,Home Office,United States,West
CA-2016-115224,12/8/2016,12/11/2016,Second Class,DB-13615,Consumer,United States,West
CA-2014-164742,10/13/2014,10/18/2014,Second Class,ML-17395,Corporate,United States,East
US-2017-108014,11/19/2017,11/25/2017,Standard Class,JH-15430,Consumer,United States,East
CA-2017-160325,9/24/2017,9/24/2017,Same Day,BP-11095,Corporate,United States,East
CA-2015-159779,9/25/2015,9/29/2015,Standard Class,SB-20185,Consumer,United States,East
CA-2017-151176,2/13/2017,2/20/2017,Standard Class,SV-20785,Consumer,United States,East
CA-2014-108903,10/3/2014,10/3/2014,Same Day,DO-13435,Consumer,United States,East
CA-2016-117919,8/27/2016,8/29/2016,Second Class,TB-21355,Corporate,United States,Central
CA-2015-142475,12/3/2015,12/7/2015,Standard Class,BS-11380,Corporate,United States,East
CA-2016-134516,9/20/2016,9/25/2016,Standard Class,FM-14215,Corporate,United States,South
CA-2017-105193,3/25/2017,3/31/2017,Standard Class,JL-15835,Consumer,United States,East
CA-2015-168634,12/6/2015,12/11/2015,Standard Class,AF-10870,Consumer,United States,West
CA-2017-117198,8/31/2017,9/5/2017,Standard Class,BG-11035,Consumer,United States,South
CA-2015-145828,10/5/2015,10/7/2015,First Class,MB-17305,Consumer,United States,East
CA-2017-121027,8/18/2017,8/22/2017,Standard Class,HW-14935,Corporate,United States,West
CA-2016-147431,2/2/2016,2/7/2016,Standard Class,AB-10105,Consumer,United States,East
CA-2016-158001,8/23/2016,8/27/2016,Standard Class,JP-15460,Corporate,United States,East
CA-2017-125745,6/30/2017,7/4/2017,Standard Class,DV-13045,Corporate,United States,South
CA-2015-101154,9/18/2015,9/21/2015,First Class,CM-12190,Consumer,United States,West
US-2016-124163,9/25/2016,9/30/2016,Standard Class,SC-20695,Corporate,United States,Central
CA-2016-121748,10/24/2016,10/28/2016,Second Class,VW-21775,Corporate,United States,West
CA-2014-126683,9/29/2014,10/1/2014,Second Class,PP-18955,Home Office,United States,West
CA-2017-148810,6/26/2017,7/1/2017,Standard Class,DR-12880,Corporate,United States,South
US-2016-146066,8/21/2016,8/23/2016,Second Class,RB-19465,Home Office,United States,East
CA-2014-127614,2/11/2014,2/15/2014,Standard Class,NF-18385,Consumer,United States,South
CA-2016-101742,9/23/2016,9/28/2016,Second Class,CR-12580,Home Office,United States,East
CA-2015-134943,12/5/2015,12/6/2015,First Class,SU-20665,Home Office,United States,Central
CA-2017-123022,9/3/2017,9/8/2017,Standard Class,SC-20050,Home Office,United States,West
CA-2017-113208,3/26/2017,4/2/2017,Standard Class,ML-18040,Corporate,United States,Central
CA-2014-154893,12/21/2014,12/27/2014,Standard Class,GM-14440,Consumer,United States,West
CA-2014-147900,9/23/2014,9/28/2014,Standard Class,JK-15640,Home Office,United States,East
CA-2017-106355,4/2/2017,4/5/2017,First Class,AT-10435,Home Office,United States,East
CA-2016-127985,4/1/2016,4/5/2016,Second Class,DB-12910,Home Office,United States,South
CA-2015-166604,5/15/2015,5/20/2015,Second Class,AH-10690,Corporate,United States,South
CA-2017-120719,3/23/2017,3/26/2017,First Class,SJ-20125,Home Office,United States,West
CA-2017-127117,4/14/2017,4/19/2017,Standard Class,HM-14860,Corporate,United States,East
CA-2015-104241,1/4/2015,1/9/2015,Standard Class,AG-10495,Corporate,United States,South
CA-2017-168179,11/2/2017,11/7/2017,Standard Class,JB-16000,Consumer,United States,West
CA-2017-142342,7/17/2017,7/19/2017,Second Class,AJ-10795,Corporate,United States,West
CA-2017-109099,10/6/2017,10/11/2017,Standard Class,MM-18280,Corporate,United States,East
US-2014-134187,11/4/2014,11/11/2014,Standard Class,TH-21235,Corporate,United States,West
CA-2016-145261,12/18/2016,12/21/2016,First Class,AH-10120,Home Office,United States,West
CA-2016-108875,9/24/2016,10/1/2016,Standard Class,CL-12700,Home Office,United States,West
CA-2016-141957,7/21/2016,7/21/2016,Same Day,JG-15310,Corporate,United States,East
CA-2016-142405,6/11/2016,6/15/2016,Standard Class,SE-20110,Consumer,United States,West
CA-2015-141012,6/9/2015,6/11/2015,Second Class,TG-21640,Consumer,United States,West
CA-2017-127922,10/27/2017,11/3/2017,Standard Class,SH-19975,Corporate,United States,Central
CA-2016-146318,1/22/2016,1/27/2016,Standard Class,MC-17275,Consumer,United States,West
CA-2014-135993,5/28/2014,6/2/2014,Standard Class,PJ-18835,Corporate,United States,West
CA-2014-126802,12/29/2014,1/5/2015,Standard Class,ZC-21910,Consumer,United States,Central
CA-2016-143924,7/28/2016,8/3/2016,Standard Class,SC-20680,Home Office,United States,Central
CA-2016-141551,9/24/2016,9/30/2016,Standard Class,BP-11230,Consumer,United States,Central
CA-2014-164315,4/2/2014,4/8/2014,Standard Class,RD-19585,Consumer,United States,South
CA-2015-131072,11/5/2015,11/5/2015,Same Day,KL-16645,Consumer,United States,West
CA-2014-131541,7/28/2014,7/28/2014,Same Day,CK-12205,Consumer,United States,South
CA-2015-119550,12/26/2015,12/31/2015,Standard Class,RB-19705,Home Office,United States,Central
US-2015-138093,12/10/2015,12/16/2015,Standard Class,KM-16225,Corporate,United States,East
CA-2016-126165,5/5/2016,5/7/2016,Second Class,AH-10465,Consumer,United States,West
CA-2017-126123,10/14/2017,10/18/2017,Standard Class,AG-10765,Home Office,United States,Central
CA-2016-143441,11/5/2016,11/5/2016,Same Day,EB-14170,Consumer,United States,Central
CA-2017-148320,11/3/2017,11/8/2017,Standard Class,PG-18895,Consumer,United States,West
CA-2016-125661,11/24/2016,11/26/2016,First Class,CA-12055,Home Office,United States,East
US-2014-123519,12/14/2014,12/21/2014,Standard Class,SS-20875,Consumer,United States,East
CA-2014-155593,11/3/2014,11/8/2014,Standard Class,RP-19390,Consumer,United States,East
CA-2017-136000,9/22/2017,9/25/2017,Second Class,SC-20440,Corporate,United States,East
US-2015-160857,5/8/2015,5/15/2015,Standard Class,NW-18400,Consumer,United States,East
CA-2017-115805,7/31/2017,7/31/2017,Same Day,KW-16435,Consumer,United States,Central
US-2014-143707,3/1/2014,3/5/2014,Standard Class,HR-14770,Home Office,United States,East
CA-2017-116939,9/25/2017,9/29/2017,Standard Class,AG-10900,Consumer,United States,South
CA-2015-124107,10/9/2015,10/12/2015,Second Class,BM-11650,Corporate,United States,Central
CA-2017-126550,3/29/2017,4/2/2017,Second Class,RD-19720,Consumer,United States,Central
CA-2015-138674,11/14/2015,11/17/2015,First Class,KB-16585,Corporate,United States,West
CA-2016-165820,9/26/2016,9/30/2016,Standard Class,DW-13585,Corporate,United States,West
CA-2014-103191,9/22/2014,9/27/2014,Standard Class,VG-21805,Corporate,United States,Central
CA-2015-103933,9/25/2015,9/27/2015,First Class,DR-12880,Corporate,United States,East
CA-2015-110548,5/4/2015,5/8/2015,Standard Class,AH-10690,Corporate,United States,Central
CA-2017-117324,12/8/2017,12/13/2017,Standard Class,JP-15520,Consumer,United States,Central
CA-2017-143574,6/29/2017,7/2/2017,First Class,DR-12880,Corporate,United States,East
CA-2014-111773,6/29/2014,7/3/2014,Standard Class,JK-15625,Consumer,United States,East
CA-2014-148614,1/20/2014,1/25/2014,Standard Class,MV-17485,Consumer,United States,West
CA-2017-156139,12/31/2016,1/6/2017,Standard Class,BP-11155,Consumer,United States,West
US-2017-147886,3/28/2017,3/31/2017,First Class,DH-13075,Corporate,United States,West
CA-2016-113733,12/8/2016,12/12/2016,Standard Class,LH-16900,Consumer,United States,South
CA-2017-104913,11/18/2017,11/22/2017,Standard Class,DK-13090,Consumer,United States,East
CA-2014-145800,5/30/2014,6/5/2014,Standard Class,SS-20410,Consumer,United States,Central
CA-2016-125850,1/22/2016,1/28/2016,Standard Class,FP-14320,Consumer,United States,West
CA-2016-118514,2/3/2016,2/10/2016,Standard Class,LC-17050,Consumer,United States,South
CA-2015-150749,3/29/2015,4/3/2015,Second Class,AS-10240,Consumer,United States,South
CA-2014-163748,10/14/2014,10/18/2014,Standard Class,HG-15025,Consumer,United States,Central
CA-2015-119634,8/11/2015,8/16/2015,Standard Class,BW-11065,Consumer,United States,South
CA-2015-149300,11/22/2015,11/23/2015,First Class,BH-11710,Consumer,United States,South
US-2016-111528,12/30/2016,12/30/2016,Same Day,JP-16135,Home Office,United States,West
CA-2017-158169,8/12/2017,8/15/2017,First Class,JM-16195,Consumer,United States,West
CA-2015-162047,11/3/2015,11/5/2015,First Class,FH-14365,Corporate,United States,East
CA-2015-117772,9/10/2015,9/12/2015,Second Class,MC-17575,Consumer,United States,West
US-2014-126340,11/8/2014,11/14/2014,Standard Class,EB-13870,Consumer,United States,West
CA-2016-149685,10/8/2016,10/15/2016,Standard Class,PM-19135,Home Office,United States,Central
CA-2017-126396,9/8/2017,9/12/2017,Second Class,AR-10345,Corporate,United States,Central
CA-2015-154900,2/25/2015,3/1/2015,Standard Class,SS-20875,Consumer,United States,East
CA-2015-103835,9/24/2015,9/28/2015,Standard Class,SC-20440,Corporate,United States,West
CA-2015-158939,11/26/2015,12/1/2015,Standard Class,EA-14035,Corporate,United States,Central
CA-2016-117408,8/31/2016,9/6/2016,Standard Class,TP-21130,Consumer,United States,Central
CA-2016-142398,4/12/2016,4/16/2016,Standard Class,BP-11290,Consumer,United States,West
CA-2016-105277,12/4/2016,12/8/2016,Standard Class,LM-17065,Consumer,United States,East
CA-2016-112060,12/4/2016,12/9/2016,Standard Class,KT-16465,Consumer,United States,West
CA-2014-105270,11/11/2014,11/18/2014,Standard Class,AP-10915,Consumer,United States,West
US-2015-159513,4/2/2015,4/9/2015,Standard Class,JD-15790,Consumer,United States,West
CA-2015-155586,12/12/2015,12/16/2015,Second Class,XP-21865,Consumer,United States,West
CA-2017-141117,10/2/2017,10/8/2017,Standard Class,JK-16090,Consumer,United States,West
CA-2017-115070,4/10/2017,4/14/2017,Second Class,MG-18205,Corporate,United States,South
CA-2017-140186,9/29/2017,10/2/2017,First Class,PG-18820,Consumer,United States,West
CA-2014-124856,9/29/2014,10/3/2014,Second Class,LD-17005,Consumer,United States,East
CA-2014-166716,8/20/2014,8/25/2014,Second Class,CR-12730,Consumer,United States,Central
CA-2014-123225,7/11/2014,7/14/2014,First Class,MN-17935,Consumer,United States,Central
CA-2015-163440,3/22/2015,3/24/2015,First Class,RD-19900,Consumer,United States,West
US-2017-106796,5/12/2017,5/19/2017,Standard Class,JP-16135,Home Office,United States,East
CA-2017-113873,11/13/2017,11/19/2017,Standard Class,KE-16420,Corporate,United States,Central
CA-2016-149783,9/4/2016,9/7/2016,Second Class,DL-13315,Consumer,United States,South
CA-2016-125017,2/6/2016,2/11/2016,Standard Class,KB-16240,Corporate,United States,South
US-2015-163279,3/22/2015,3/26/2015,Standard Class,JD-16150,Corporate,United States,West
CA-2015-150196,7/2/2015,7/3/2015,First Class,SR-20740,Home Office,United States,East
US-2015-106495,6/15/2015,6/17/2015,First Class,AC-10450,Consumer,United States,South
CA-2014-124730,11/26/2014,11/26/2014,Same Day,LS-17245,Consumer,United States,East
CA-2017-117632,5/12/2017,5/18/2017,Standard Class,CS-12175,Corporate,United States,West
CA-2014-115056,5/2/2014,5/2/2014,Same Day,AR-10510,Consumer,United States,East
CA-2017-161067,9/3/2017,9/6/2017,Second Class,KB-16405,Home Office,United States,East
CA-2016-122063,12/3/2016,12/7/2016,Standard Class,MM-17920,Consumer,United States,Central
CA-2015-111206,7/18/2015,7/22/2015,Standard Class,RF-19735,Consumer,United States,West
CA-2016-142895,7/21/2016,7/26/2016,Standard Class,BP-11290,Consumer,United States,South
CA-2015-101868,6/9/2015,6/16/2015,Standard Class,MJ-17740,Consumer,United States,South
CA-2017-133207,11/27/2017,12/3/2017,Standard Class,DO-13645,Consumer,United States,West
CA-2015-132948,3/27/2015,4/3/2015,Standard Class,MV-17485,Consumer,United States,West
CA-2015-134992,9/22/2015,9/26/2015,Second Class,MG-17875,Home Office,United States,South
CA-2015-126725,11/17/2015,11/21/2015,Standard Class,BS-11665,Consumer,United States,West
CA-2015-121783,11/10/2015,11/14/2015,Standard Class,PO-19180,Home Office,United States,Central
US-2014-138835,9/10/2014,9/14/2014,Standard Class,DA-13450,Home Office,United States,South
CA-2015-112214,8/5/2015,8/11/2015,Standard Class,AH-10690,Corporate,United States,Central
US-2017-153255,9/3/2017,9/7/2017,Second Class,JK-15730,Consumer,United States,West
CA-2015-108119,11/1/2015,11/8/2015,Standard Class,MS-17530,Consumer,United States,South
CA-2015-157434,4/29/2015,5/4/2015,Second Class,JK-15640,Home Office,United States,East
CA-2016-101525,5/1/2016,5/4/2016,Second Class,CM-12235,Consumer,United States,South
US-2014-117968,8/5/2014,8/7/2014,Second Class,RS-19420,Corporate,United States,East
CA-2016-158211,1/4/2016,1/8/2016,Standard Class,BP-11185,Corporate,United States,East
CA-2016-152247,11/7/2016,11/12/2016,Standard Class,MA-17995,Home Office,United States,West
CA-2016-128223,6/14/2016,6/14/2016,Same Day,EB-13705,Corporate,United States,West
CA-2016-154235,9/24/2016,9/28/2016,Standard Class,RD-19900,Consumer,United States,Central
CA-2017-129910,3/30/2017,4/3/2017,Standard Class,ME-17320,Home Office,United States,South
CA-2017-133095,6/4/2017,6/4/2017,Same Day,EH-14005,Home Office,United States,South
CA-2015-130554,4/7/2015,4/9/2015,First Class,FM-14290,Home Office,United States,East
CA-2014-152443,5/21/2014,5/26/2014,Standard Class,FG-14260,Home Office,United States,East
CA-2016-133319,9/5/2016,9/11/2016,Standard Class,MV-17485,Consumer,United States,East
CA-2016-133935,9/18/2016,9/22/2016,Standard Class,JW-15220,Corporate,United States,West
CA-2016-136301,3/13/2016,3/15/2016,Second Class,EH-13765,Corporate,United States,West
US-2014-109456,10/16/2014,10/17/2014,Same Day,LS-17245,Consumer,United States,West
CA-2017-151596,10/8/2017,10/11/2017,First Class,BP-11050,Corporate,United States,East
CA-2015-147879,5/7/2015,5/12/2015,Standard Class,CC-12220,Consumer,United States,South
CA-2016-166625,4/14/2016,4/17/2016,First Class,JM-15580,Consumer,United States,East
CA-2016-146157,11/21/2016,11/26/2016,Standard Class,RD-19720,Consumer,United States,Central
CA-2017-159954,9/10/2017,9/14/2017,Standard Class,SS-20410,Consumer,United States,South
CA-2017-100825,9/9/2017,9/14/2017,Standard Class,KD-16495,Corporate,United States,West
CA-2014-168305,11/1/2014,11/8/2014,Standard Class,PL-18925,Home Office,United States,West
CA-2016-167682,4/3/2016,4/9/2016,Standard Class,ZD-21925,Consumer,United States,Central
CA-2017-108000,1/12/2017,1/16/2017,Standard Class,LS-16945,Corporate,United States,West
CA-2015-146465,11/20/2015,11/24/2015,Standard Class,PB-18805,Home Office,United States,West
CA-2016-159639,11/27/2016,12/2/2016,Standard Class,PC-18745,Corporate,United States,East
US-2017-153948,11/6/2017,11/6/2017,Same Day,FM-14290,Home Office,United States,West
US-2016-113985,12/2/2016,12/7/2016,Standard Class,KD-16495,Corporate,United States,West
CA-2016-155383,12/17/2016,12/22/2016,Standard Class,SC-20680,Home Office,United States,West
CA-2014-120432,8/24/2014,8/26/2014,Second Class,DW-13585,Corporate,United States,South
US-2015-126977,9/17/2015,9/23/2015,Standard Class,PF-19120,Consumer,United States,East
CA-2016-130288,11/26/2016,11/30/2016,Second Class,DK-13225,Corporate,United States,East
CA-2017-146458,11/19/2017,11/22/2017,Second Class,RB-19435,Consumer,United States,South
CA-2017-150420,6/3/2017,6/8/2017,Standard Class,GD-14590,Corporate,United States,West
US-2014-118997,4/8/2014,4/12/2014,Standard Class,RA-19885,Corporate,United States,South
CA-2014-114314,10/11/2014,10/15/2014,Standard Class,DB-13555,Corporate,United States,South
US-2017-169551,7/7/2017,7/9/2017,First Class,RL-19615,Consumer,United States,East
CA-2016-103107,7/4/2016,7/4/2016,Same Day,RB-19465,Home Office,United States,West
CA-2017-122077,5/19/2017,5/25/2017,Standard Class,JF-15295,Consumer,United States,Central
CA-2017-112431,10/12/2017,10/14/2017,Second Class,RW-19690,Consumer,United States,West
